Name,compass16.ALT.h+.2<z.dpt
Comment,COMPASS16 DSSA-A.LT  h+ from p, (0.2<z<1) (differential in pt)
Reference,1609.07374
Process type,SIDIS
Number of points,20
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.03
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.ALT.h+.2<z.dpt.0,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,1.3928388277184118,1.0,2.0,0.031,0.0037017294479981047,0.13326226012793177,0.36,0.2,1.0,0.21,0.1,0.3,-0.016,0.015,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.1,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,1.3928388277184118,1.0,2.0,0.03,0.0037017294479981047,0.13326226012793177,0.36,0.2,1.0,0.4,0.3,0.5,0.009,0.013,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.2,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,1.396424004376894,1.0,2.0,0.029,0.0037017294479981047,0.13326226012793177,0.37,0.2,1.0,0.61,0.5,0.75,-0.009,0.014,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.3,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,1.4,1.0,2.0,0.028,0.0037017294479981047,0.13326226012793177,0.4,0.2,1.0,0.85,0.75,1.0,0.016,0.021,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.4,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,1.407124727947029,1.0,2.0,0.024,0.0037017294479981047,0.13326226012793177,0.43,0.2,1.0,1.26,1.0,10.0,-0.013,0.025,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.5,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,2.2293496809607953,2.0,2.5,0.079,0.014806917791992419,0.2082222814498934,0.34,0.2,1.0,0.21,0.1,0.3,0.001,0.039,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.6,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,2.2293496809607953,2.0,2.5,0.077,0.014806917791992419,0.2082222814498934,0.35,0.2,1.0,0.4,0.3,0.5,0.078,0.034,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.7,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,2.2293496809607953,2.0,2.5,0.074,0.014806917791992419,0.2082222814498934,0.37,0.2,1.0,0.61,0.5,0.75,0.065,0.036,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.8,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,2.2293496809607953,2.0,2.5,0.069,0.014806917791992419,0.2082222814498934,0.41,0.2,1.0,0.86,0.75,1.0,0.02,0.052,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.9,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,2.2293496809607953,2.0,2.5,0.059,0.014806917791992419,0.2082222814498934,0.44,0.2,1.0,1.27,1.0,10.0,0.046,0.06,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.10,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.056141357987225,2.5,4.0,0.14,0.023135809049988153,0.5330490405117271,0.34,0.2,1.0,0.21,0.1,0.3,0.012,0.038,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.11,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.059411708155671,2.5,4.0,0.136,0.023135809049988153,0.5330490405117271,0.35,0.2,1.0,0.4,0.3,0.5,0.04,0.033,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.12,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.0659419433511785,2.5,4.0,0.13,0.023135809049988153,0.5330490405117271,0.37,0.2,1.0,0.61,0.5,0.75,-0.014,0.035,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.13,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.0740852297878796,2.5,4.0,0.122,0.023135809049988153,0.5330490405117271,0.41,0.2,1.0,0.86,0.75,1.0,0.069,0.049,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.14,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.095157508108432,2.5,4.0,0.107,0.023135809049988153,0.5330490405117271,0.45,0.2,1.0,1.28,1.0,10.0,-0.015,0.055,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.15,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.040833264451424,4.0,9.0,0.245,0.059227671167969675,0.8988000420238954,0.33,0.2,1.0,0.21,0.1,0.3,0.043,0.057,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.16,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.067543783727971,4.0,9.0,0.246,0.059227671167969675,0.8988000420238954,0.34,0.2,1.0,0.4,0.3,0.5,0.037,0.049,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.17,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.118593556827891,4.0,9.0,0.247,0.059227671167969675,0.8988000420238954,0.36,0.2,1.0,0.61,0.5,0.75,0.107,0.05,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.18,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.1903757089443925,4.0,9.0,0.251,0.059227671167969675,0.8988000420238954,0.41,0.2,1.0,0.86,0.75,1.0,0.124,0.068,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dpt.19,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.325410782277739,4.0,9.0,0.268,0.059227671167969675,0.8988000420238954,0.48,0.2,1.0,1.34,1.0,10.0,0.037,0.069,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
